,c_0,c_18,c_37,c_45
variant_14160,339.0,32.0,36.0,9.0
variant_14161,676.0,143.0,389.0,377.0
variant_14162,15.0,1.0,0.0,0.0
variant_14163,51.0,6.0,16.0,10.0
variant_14164,449.0,80.0,88.0,103.0
variant_14165,168.0,16.0,101.0,69.0
variant_14166,114.0,11.0,13.0,0.0
variant_14167,190.0,17.0,2.0,10.0
variant_14168,1335.0,287.0,494.0,374.0
variant_14169,1856.0,392.0,659.0,478.0
variant_14170,1330.0,259.0,292.0,371.0
variant_14171,231.0,34.0,6.0,1.0
variant_14172,96.0,24.0,0.0,0.0
variant_14173,99.0,18.0,16.0,5.0
variant_14174,1596.0,141.0,140.0,139.0
variant_14175,1996.0,269.0,437.0,434.0
variant_14176,1716.0,278.0,567.0,526.0
variant_14177,4111.0,662.0,998.0,997.0
variant_14178,191.0,32.0,36.0,19.0
variant_14179,208.0,10.0,62.0,78.0
variant_14180,312.0,81.0,75.0,126.0
variant_14181,176.0,9.0,0.0,4.0
variant_14182,841.0,320.0,834.0,862.0
variant_14183,6016.0,1129.0,1276.0,1128.0
variant_14184,2109.0,504.0,719.0,672.0
variant_14185,238.0,20.0,8.0,2.0
variant_14186,452.0,24.0,16.0,22.0
variant_14187,364.0,83.0,178.0,159.0
variant_14188,5.0,0.0,0.0,0.0
variant_14189,43.0,6.0,0.0,0.0
variant_14190,166.0,31.0,99.0,51.0
variant_14191,237.0,12.0,17.0,0.0
variant_14192,238.0,56.0,15.0,30.0
variant_14193,63.0,7.0,3.0,8.0
variant_14194,1615.0,374.0,320.0,201.0
variant_14195,52.0,21.0,39.0,16.0
variant_14196,510.0,73.0,65.0,82.0
variant_14197,600.0,112.0,92.0,115.0
variant_14198,138.0,18.0,3.0,2.0
variant_14199,122.0,52.0,76.0,78.0
variant_14200,172.0,24.0,11.0,0.0
variant_14201,290.0,21.0,26.0,2.0
variant_14202,868.0,146.0,177.0,186.0
variant_14203,713.0,102.0,161.0,118.0
variant_14204,362.0,60.0,64.0,89.0
variant_14205,73.0,4.0,10.0,0.0
variant_14206,1546.0,129.0,88.0,142.0
variant_14207,858.0,97.0,74.0,66.0
variant_14208,2796.0,317.0,294.0,233.0
variant_14209,683.0,194.0,136.0,80.0
variant_14210,781.0,72.0,19.0,16.0
variant_14211,1866.0,140.0,134.0,130.0
variant_14212,844.0,158.0,345.0,313.0
variant_14213,640.0,35.0,20.0,14.0
variant_14214,87.0,15.0,2.0,0.0
variant_14215,1113.0,157.0,105.0,69.0
variant_14216,215.0,8.0,27.0,8.0
variant_14217,1317.0,209.0,400.0,318.0
variant_14218,398.0,44.0,34.0,19.0
variant_14219,319.0,35.0,68.0,5.0
variant_14220,637.0,98.0,27.0,42.0
variant_14221,1530.0,291.0,214.0,206.0
variant_14222,1274.0,159.0,126.0,88.0
variant_14223,568.0,229.0,286.0,134.0
variant_14224,460.0,74.0,68.0,126.0
variant_14225,1049.0,105.0,106.0,125.0
variant_14226,1383.0,302.0,364.0,279.0
variant_14227,47.0,8.0,8.0,4.0
variant_14228,120.0,22.0,28.0,5.0
variant_14229,449.0,66.0,175.0,140.0
variant_14230,895.0,112.0,93.0,82.0
variant_14231,10.0,0.0,0.0,0.0
variant_14232,118.0,14.0,4.0,0.0
variant_14233,588.0,67.0,35.0,6.0
variant_14234,401.0,87.0,122.0,79.0
variant_14235,170.0,56.0,48.0,84.0
variant_14236,1170.0,250.0,260.0,153.0
variant_14237,893.0,66.0,73.0,36.0
variant_14238,288.0,20.0,22.0,10.0
variant_14239,1529.0,186.0,137.0,129.0
variant_14240,861.0,99.0,51.0,42.0
variant_14241,619.0,90.0,84.0,75.0
variant_14242,42.0,18.0,0.0,0.0
variant_14243,135.0,27.0,0.0,11.0
variant_14244,1089.0,96.0,59.0,41.0
variant_14245,413.0,42.0,68.0,31.0
variant_14246,103.0,0.0,0.0,0.0
variant_14247,653.0,138.0,182.0,132.0
variant_14248,826.0,98.0,122.0,104.0
variant_14249,2332.0,363.0,310.0,250.0
variant_14250,1864.0,252.0,232.0,136.0
variant_14251,909.0,49.0,88.0,26.0
variant_14252,155.0,6.0,12.0,8.0
variant_14253,1995.0,176.0,161.0,204.0
variant_14254,155.0,28.0,0.0,10.0
variant_14255,95.0,23.0,12.0,33.0
variant_14256,1249.0,209.0,332.0,284.0
variant_14257,606.0,106.0,180.0,139.0
variant_14258,508.0,131.0,47.0,20.0
variant_14259,94.0,3.0,0.0,3.0
variant_14260,815.0,103.0,170.0,58.0
variant_14261,1018.0,289.0,403.0,452.0
variant_14262,1333.0,225.0,220.0,203.0
variant_14263,420.0,23.0,3.0,14.0
variant_14264,563.0,87.0,134.0,159.0
variant_14265,1329.0,163.0,240.0,181.0
variant_14266,1146.0,193.0,182.0,135.0
variant_14267,272.0,9.0,14.0,4.0
variant_14268,191.0,12.0,16.0,0.0
variant_14269,433.0,104.0,69.0,87.0
variant_14270,206.0,58.0,5.0,17.0
variant_14271,341.0,53.0,33.0,13.0
variant_14272,776.0,119.0,89.0,92.0
variant_14273,41.0,3.0,1.0,1.0
variant_14274,109.0,6.0,0.0,1.0
variant_14275,2505.0,423.0,530.0,538.0
variant_14276,471.0,33.0,26.0,35.0
variant_14277,1003.0,271.0,378.0,289.0
variant_14278,785.0,95.0,114.0,58.0
variant_14279,4540.0,812.0,850.0,745.0
variant_14280,412.0,22.0,18.0,0.0
variant_14281,603.0,166.0,226.0,213.0
variant_14282,253.0,30.0,27.0,41.0
variant_14283,601.0,38.0,25.0,12.0
variant_14284,937.0,249.0,218.0,251.0
variant_14285,415.0,41.0,47.0,41.0
variant_14286,1045.0,102.0,51.0,27.0
variant_14287,836.0,63.0,74.0,50.0
variant_14288,38.0,27.0,10.0,11.0
variant_14289,399.0,134.0,102.0,176.0
variant_14290,129.0,0.0,4.0,1.0
variant_14291,815.0,44.0,50.0,14.0
variant_14292,556.0,118.0,182.0,170.0
variant_14293,1394.0,187.0,218.0,217.0
variant_14294,2520.0,732.0,1331.0,971.0
variant_14295,2685.0,590.0,769.0,628.0
variant_14296,525.0,16.0,13.0,1.0
variant_14297,102.0,24.0,26.0,13.0
variant_14298,202.0,42.0,38.0,62.0
variant_14299,93.0,4.0,5.0,3.0
variant_14300,835.0,140.0,24.0,53.0
variant_14301,1959.0,371.0,428.0,348.0
variant_14302,897.0,113.0,104.0,92.0
variant_14303,474.0,129.0,114.0,126.0
variant_14304,8.0,3.0,0.0,6.0
variant_14305,1910.0,290.0,265.0,159.0
variant_14306,460.0,29.0,12.0,16.0
variant_14307,284.0,40.0,11.0,9.0
variant_14308,2676.0,510.0,597.0,664.0
variant_14309,159.0,30.0,13.0,0.0
variant_14310,99.0,12.0,22.0,22.0
variant_14311,1810.0,217.0,141.0,183.0
variant_14312,853.0,150.0,78.0,58.0
variant_14313,308.0,26.0,92.0,62.0
variant_14314,276.0,19.0,0.0,5.0
variant_14315,1093.0,511.0,1615.0,1761.0
variant_14316,4075.0,701.0,814.0,809.0
variant_14317,1073.0,165.0,172.0,148.0
variant_14318,1561.0,148.0,135.0,105.0
variant_14319,599.0,63.0,160.0,99.0
variant_14320,290.0,16.0,23.0,10.0
variant_14321,1376.0,247.0,422.0,326.0
variant_14322,606.0,132.0,86.0,146.0
variant_14323,781.0,126.0,162.0,165.0
variant_14324,578.0,58.0,92.0,96.0
variant_14325,1438.0,229.0,187.0,224.0
variant_14326,840.0,191.0,154.0,117.0
variant_14327,2412.0,475.0,582.0,326.0
variant_14328,1351.0,500.0,760.0,389.0
variant_14329,902.0,170.0,174.0,137.0
variant_14330,861.0,168.0,199.0,187.0
variant_14331,287.0,25.0,13.0,11.0
variant_14332,525.0,60.0,37.0,9.0
variant_14333,755.0,201.0,359.0,273.0
variant_14334,1502.0,217.0,370.0,227.0
variant_14335,4174.0,697.0,847.0,547.0
variant_14336,349.0,83.0,140.0,171.0
variant_14337,28.0,2.0,0.0,0.0
variant_14338,133.0,17.0,0.0,4.0
variant_14339,490.0,36.0,18.0,6.0
variant_14340,621.0,172.0,348.0,306.0
variant_14341,1403.0,213.0,286.0,252.0
variant_14342,3918.0,591.0,703.0,707.0
variant_14343,395.0,135.0,379.0,325.0
variant_14344,396.0,11.0,4.0,0.0
variant_14345,1730.0,325.0,541.0,405.0
variant_14346,230.0,51.0,25.0,31.0
variant_14347,2949.0,505.0,657.0,551.0
variant_14348,2170.0,343.0,432.0,318.0
variant_14349,2938.0,374.0,640.0,496.0
variant_14350,1431.0,318.0,559.0,424.0
variant_14351,4363.0,810.0,1355.0,1240.0
variant_14352,420.0,17.0,0.0,2.0
variant_14353,1258.0,253.0,168.0,187.0
variant_14354,235.0,20.0,13.0,4.0
variant_14355,944.0,142.0,140.0,179.0
variant_14356,1150.0,229.0,254.0,202.0
variant_14357,69.0,3.0,2.0,1.0
variant_14358,144.0,8.0,17.0,0.0
variant_14359,3644.0,860.0,1535.0,1375.0
variant_14360,2232.0,327.0,474.0,503.0
variant_14361,2579.0,402.0,610.0,743.0
variant_14362,227.0,75.0,109.0,100.0
variant_14363,346.0,74.0,171.0,155.0
variant_14364,57.0,2.0,33.0,19.0
variant_14365,269.0,27.0,74.0,67.0
variant_14366,685.0,246.0,420.0,469.0
variant_14367,417.0,25.0,59.0,28.0
variant_14368,117.0,6.0,31.0,2.0
variant_14369,739.0,176.0,343.0,275.0
variant_14370,38.0,0.0,1.0,0.0
variant_14371,17.0,0.0,19.0,3.0
variant_14372,174.0,58.0,154.0,102.0
variant_14373,1783.0,350.0,667.0,645.0
variant_14374,1202.0,186.0,292.0,293.0
variant_14375,1.0,0.0,0.0,0.0
variant_14376,790.0,289.0,533.0,474.0
variant_14377,241.0,28.0,10.0,14.0
variant_14378,11.0,4.0,1.0,0.0
variant_14379,750.0,87.0,194.0,171.0
variant_14380,920.0,99.0,136.0,121.0
variant_14381,563.0,82.0,282.0,194.0
variant_14382,2959.0,866.0,1308.0,1298.0
variant_14383,1347.0,184.0,174.0,116.0
variant_14384,656.0,61.0,38.0,15.0
variant_14385,765.0,86.0,18.0,37.0
variant_14386,582.0,100.0,70.0,60.0
variant_14387,2233.0,286.0,365.0,344.0
variant_14388,1812.0,369.0,428.0,281.0
variant_14389,190.0,21.0,36.0,57.0
variant_14390,1995.0,267.0,279.0,278.0
variant_14391,215.0,43.0,47.0,64.0
variant_14392,698.0,67.0,54.0,24.0
variant_14393,1584.0,370.0,386.0,257.0
variant_14394,1325.0,276.0,269.0,227.0
variant_14395,304.0,42.0,5.0,0.0
variant_14396,301.0,9.0,16.0,2.0
variant_14397,1122.0,56.0,29.0,51.0
variant_14398,739.0,84.0,3.0,18.0
variant_14399,609.0,61.0,8.0,13.0
variant_14400,1396.0,150.0,76.0,41.0
variant_14401,265.0,5.0,0.0,2.0
variant_14402,94.0,0.0,0.0,0.0
variant_14403,2463.0,300.0,318.0,276.0
variant_14404,873.0,121.0,199.0,164.0
variant_14405,714.0,66.0,99.0,10.0
variant_14406,1227.0,149.0,195.0,153.0
variant_14407,787.0,137.0,216.0,216.0
variant_14408,35.0,5.0,9.0,0.0
variant_14409,466.0,2.0,0.0,1.0
variant_14410,890.0,175.0,166.0,204.0
variant_14411,5.0,0.0,5.0,0.0
variant_14412,184.0,1.0,3.0,10.0
variant_14413,244.0,37.0,39.0,6.0
variant_14414,747.0,132.0,180.0,133.0
variant_14415,234.0,3.0,0.0,2.0
variant_14416,1049.0,83.0,94.0,109.0
variant_14417,22.0,8.0,0.0,0.0
variant_14418,1731.0,318.0,341.0,274.0
variant_14419,967.0,119.0,147.0,79.0
variant_14420,2236.0,346.0,458.0,361.0
variant_14421,264.0,25.0,17.0,6.0
variant_14422,314.0,41.0,78.0,70.0
variant_14423,0.0,0.0,2.0,2.0
variant_14424,972.0,213.0,148.0,105.0
variant_14425,1201.0,86.0,44.0,39.0
variant_14426,185.0,13.0,18.0,0.0
variant_14427,2135.0,286.0,435.0,270.0
variant_14428,336.0,46.0,58.0,64.0
variant_14429,121.0,0.0,0.0,0.0
variant_14430,1191.0,220.0,202.0,117.0
variant_14431,1046.0,192.0,104.0,158.0
variant_14432,106.0,17.0,3.0,2.0
variant_14433,519.0,59.0,24.0,23.0
variant_14434,910.0,48.0,51.0,77.0
variant_14435,541.0,141.0,247.0,247.0
variant_14436,3171.0,523.0,686.0,411.0
variant_14437,319.0,50.0,42.0,31.0
variant_14438,342.0,65.0,32.0,6.0
variant_14439,6057.0,1262.0,1503.0,1091.0
variant_14440,448.0,37.0,61.0,19.0
variant_14441,697.0,40.0,1.0,5.0
variant_14442,3669.0,496.0,676.0,573.0
variant_14443,192.0,30.0,15.0,2.0
variant_14444,1991.0,317.0,204.0,230.0
variant_14445,1380.0,508.0,522.0,544.0
variant_14446,3268.0,616.0,775.0,750.0
variant_14447,352.0,88.0,110.0,119.0
variant_14448,570.0,50.0,87.0,61.0
variant_14449,315.0,15.0,0.0,4.0
variant_14450,587.0,153.0,106.0,89.0
variant_14451,1157.0,155.0,104.0,103.0
variant_14452,1848.0,135.0,234.0,135.0
variant_14453,709.0,0.0,0.0,0.0
variant_14454,623.0,30.0,10.0,0.0
variant_14455,71.0,0.0,0.0,0.0
variant_14456,1819.0,29.0,5.0,0.0
variant_14457,821.0,3.0,0.0,0.0
variant_14458,287.0,0.0,0.0,0.0
variant_14459,2389.0,432.0,732.0,607.0
variant_14460,4866.0,728.0,1063.0,861.0
variant_14461,4275.0,515.0,386.0,383.0
variant_14462,19.0,0.0,0.0,0.0
variant_14463,858.0,185.0,326.0,162.0
variant_14464,1661.0,359.0,308.0,256.0
variant_14465,1237.0,326.0,316.0,214.0
variant_14466,1141.0,183.0,187.0,74.0
variant_14467,544.0,140.0,106.0,172.0
variant_14468,888.0,104.0,115.0,151.0
variant_14469,2160.0,382.0,283.0,288.0
variant_14470,3451.0,704.0,907.0,801.0
variant_14471,788.0,113.0,197.0,190.0
variant_14472,210.0,28.0,7.0,10.0
variant_14473,241.0,24.0,0.0,8.0
variant_14474,178.0,28.0,6.0,3.0
variant_14475,10.0,0.0,0.0,0.0
variant_14476,63.0,1.0,0.0,1.0
variant_14477,367.0,81.0,163.0,137.0
variant_14478,701.0,114.0,173.0,116.0
variant_14479,763.0,134.0,245.0,192.0
variant_14480,1918.0,507.0,1059.0,886.0
variant_14481,988.0,138.0,123.0,123.0
variant_14482,71.0,2.0,5.0,1.0
variant_14483,652.0,193.0,294.0,292.0
variant_14484,1101.0,177.0,294.0,282.0
variant_14485,59.0,8.0,32.0,22.0
variant_14486,390.0,73.0,40.0,17.0
variant_14487,322.0,80.0,196.0,127.0
variant_14488,5748.0,985.0,1394.0,973.0
variant_14489,685.0,40.0,16.0,9.0
variant_14490,249.0,36.0,1.0,12.0
variant_14491,352.0,153.0,318.0,211.0
variant_14492,252.0,89.0,111.0,117.0
variant_14493,47.0,17.0,64.0,19.0
variant_14494,555.0,95.0,62.0,86.0
variant_14495,197.0,43.0,9.0,0.0
variant_14496,132.0,15.0,17.0,5.0
variant_14497,532.0,74.0,36.0,55.0
variant_14498,796.0,64.0,100.0,39.0
variant_14499,1043.0,158.0,267.0,175.0
variant_14500,1628.0,192.0,74.0,11.0
variant_14501,596.0,155.0,385.0,225.0
variant_14502,1069.0,180.0,230.0,138.0
variant_14503,107.0,1.0,5.0,0.0
variant_14504,533.0,107.0,88.0,107.0
variant_14505,13.0,0.0,0.0,0.0
variant_14506,295.0,65.0,12.0,5.0
variant_14507,432.0,108.0,250.0,183.0
variant_14508,825.0,110.0,225.0,76.0
variant_14509,68.0,7.0,0.0,0.0
variant_14510,509.0,66.0,70.0,87.0
variant_14511,3454.0,737.0,602.0,578.0
variant_14512,1336.0,182.0,272.0,140.0
variant_14513,1018.0,136.0,209.0,226.0
variant_14514,2657.0,379.0,393.0,343.0
variant_14515,775.0,100.0,126.0,49.0
variant_14516,480.0,97.0,68.0,56.0
variant_14517,452.0,144.0,123.0,122.0
variant_14518,409.0,95.0,60.0,40.0
variant_14519,3097.0,566.0,911.0,726.0
variant_14520,2625.0,764.0,982.0,1123.0
variant_14521,3790.0,731.0,1124.0,1228.0
variant_14522,1294.0,109.0,120.0,143.0
variant_14523,1170.0,117.0,65.0,20.0
variant_14524,2211.0,323.0,291.0,284.0
variant_14525,512.0,108.0,173.0,169.0
variant_14526,165.0,15.0,0.0,0.0
variant_14527,1025.0,397.0,881.0,1020.0
variant_14528,348.0,33.0,13.0,0.0
variant_14529,111.0,8.0,19.0,0.0
variant_14530,289.0,34.0,29.0,18.0
variant_14531,1678.0,308.0,457.0,344.0
variant_14532,48.0,11.0,0.0,0.0
variant_14533,214.0,4.0,24.0,8.0
variant_14534,3606.0,637.0,817.0,724.0
variant_14535,4747.0,1127.0,1457.0,1389.0
variant_14536,683.0,121.0,199.0,217.0
variant_14537,114.0,12.0,40.0,24.0
variant_14538,4329.0,721.0,582.0,679.0
variant_14539,274.0,18.0,13.0,7.0
variant_14540,2311.0,339.0,421.0,512.0
variant_14541,151.0,8.0,18.0,12.0
variant_14542,1618.0,277.0,308.0,426.0
variant_14543,715.0,153.0,294.0,220.0
variant_14544,1034.0,261.0,265.0,301.0
variant_14545,1241.0,163.0,181.0,197.0
variant_14546,906.0,61.0,35.0,12.0
variant_14547,392.0,17.0,6.0,0.0
variant_14548,1857.0,422.0,520.0,239.0
variant_14549,2838.0,511.0,626.0,324.0
variant_14550,842.0,182.0,233.0,213.0
variant_14551,1898.0,418.0,492.0,505.0
variant_14552,1720.0,181.0,436.0,385.0
variant_14553,700.0,117.0,338.0,360.0
variant_14554,317.0,21.0,66.0,45.0
variant_14555,2111.0,310.0,391.0,537.0
variant_14556,3574.0,783.0,982.0,891.0
variant_14557,1911.0,304.0,428.0,429.0
variant_14558,271.0,55.0,45.0,48.0
variant_14559,928.0,163.0,202.0,133.0
variant_14560,555.0,118.0,156.0,129.0
variant_14561,127.0,12.0,9.0,7.0
variant_14562,455.0,61.0,136.0,54.0
variant_14563,2611.0,331.0,500.0,305.0
variant_14564,2084.0,311.0,412.0,252.0
variant_14565,4765.0,532.0,769.0,589.0
variant_14566,220.0,28.0,0.0,0.0
variant_14567,6256.0,1326.0,2076.0,2287.0
variant_14568,1392.0,136.0,204.0,239.0
variant_14569,89.0,6.0,0.0,0.0
variant_14570,184.0,0.0,0.0,0.0
variant_14571,61.0,3.0,0.0,0.0
variant_14572,375.0,35.0,12.0,7.0
variant_14573,130.0,26.0,1.0,0.0
variant_14574,1961.0,294.0,292.0,195.0
variant_14575,5369.0,672.0,921.0,806.0
variant_14576,614.0,30.0,48.0,23.0
variant_14577,429.0,68.0,163.0,82.0
variant_14578,86.0,5.0,0.0,0.0
variant_14579,132.0,17.0,0.0,4.0
variant_14580,2218.0,304.0,356.0,279.0
variant_14581,145.0,56.0,33.0,0.0
variant_14582,3871.0,803.0,758.0,566.0
variant_14583,3862.0,832.0,1482.0,1285.0
variant_14584,1535.0,233.0,413.0,360.0
variant_14585,3437.0,558.0,914.0,897.0
variant_14586,12.0,0.0,0.0,0.0
variant_14587,210.0,27.0,8.0,8.0
variant_14588,418.0,83.0,127.0,37.0
variant_14589,219.0,30.0,9.0,40.0
variant_14590,38.0,9.0,32.0,32.0
variant_14591,226.0,28.0,41.0,16.0
variant_14592,59.0,0.0,0.0,0.0
variant_14593,2497.0,202.0,73.0,72.0
variant_14594,821.0,202.0,362.0,363.0
variant_14595,895.0,195.0,519.0,419.0
variant_14596,512.0,31.0,0.0,14.0
variant_14597,646.0,125.0,173.0,231.0
variant_14598,3753.0,375.0,243.0,228.0
variant_14599,1244.0,176.0,235.0,250.0
variant_14600,555.0,68.0,41.0,15.0
variant_14601,1414.0,282.0,280.0,304.0
variant_14602,105.0,8.0,3.0,7.0
variant_14603,991.0,131.0,180.0,146.0
variant_14604,2121.0,417.0,642.0,355.0
variant_14605,473.0,111.0,336.0,202.0
variant_14606,256.0,39.0,22.0,14.0
variant_14607,1643.0,241.0,166.0,274.0
variant_14608,2954.0,714.0,937.0,784.0
variant_14609,325.0,37.0,34.0,7.0
variant_14610,5206.0,1075.0,1553.0,1202.0
variant_14611,567.0,98.0,96.0,116.0
variant_14612,68.0,20.0,0.0,0.0
variant_14613,148.0,40.0,14.0,1.0
variant_14614,48.0,3.0,0.0,0.0
variant_14615,384.0,35.0,68.0,16.0
variant_14616,447.0,58.0,71.0,85.0
variant_14617,141.0,17.0,29.0,38.0
variant_14618,1933.0,487.0,486.0,373.0
variant_14619,1391.0,249.0,191.0,204.0
variant_14620,696.0,102.0,194.0,207.0
variant_14621,3191.0,491.0,603.0,514.0
variant_14622,1069.0,137.0,194.0,204.0
variant_14623,2218.0,237.0,260.0,234.0
variant_14624,1112.0,182.0,283.0,268.0
variant_14625,756.0,79.0,116.0,163.0
variant_14626,842.0,75.0,42.0,63.0
variant_14627,835.0,177.0,247.0,161.0
variant_14628,663.0,148.0,98.0,45.0
variant_14629,1080.0,209.0,174.0,137.0
variant_14630,252.0,84.0,59.0,48.0
variant_14631,717.0,127.0,242.0,162.0
variant_14632,496.0,75.0,129.0,63.0
variant_14633,560.0,129.0,222.0,105.0
variant_14634,1080.0,126.0,200.0,203.0
variant_14635,379.0,81.0,89.0,128.0
variant_14636,20.0,0.0,0.0,0.0
variant_14637,768.0,77.0,82.0,123.0
variant_14638,3251.0,473.0,477.0,326.0
variant_14639,445.0,41.0,50.0,39.0
variant_14640,235.0,63.0,25.0,40.0
variant_14641,436.0,90.0,113.0,121.0
variant_14642,614.0,152.0,123.0,132.0
variant_14643,1708.0,457.0,417.0,216.0
variant_14644,217.0,53.0,48.0,20.0
variant_14645,233.0,77.0,30.0,4.0
variant_14646,192.0,49.0,57.0,55.0
variant_14647,228.0,10.0,15.0,8.0
variant_14648,505.0,120.0,209.0,275.0
variant_14649,944.0,282.0,541.0,725.0
variant_14650,344.0,76.0,179.0,269.0
variant_14651,1511.0,392.0,340.0,252.0
variant_14652,261.0,23.0,38.0,13.0
variant_14653,100.0,15.0,37.0,2.0
variant_14654,646.0,97.0,172.0,128.0
variant_14655,1702.0,257.0,399.0,314.0
variant_14656,634.0,157.0,229.0,119.0
variant_14657,1205.0,141.0,71.0,73.0
variant_14658,345.0,47.0,16.0,32.0
variant_14659,827.0,69.0,160.0,108.0
variant_14660,100.0,8.0,6.0,1.0
variant_14661,471.0,33.0,68.0,65.0
variant_14662,1103.0,149.0,100.0,63.0
variant_14663,125.0,11.0,106.0,21.0
variant_14664,112.0,15.0,1.0,1.0
variant_14665,360.0,50.0,4.0,35.0
variant_14666,3174.0,713.0,1371.0,1576.0
variant_14667,1537.0,333.0,610.0,789.0
variant_14668,623.0,210.0,522.0,494.0
variant_14669,816.0,96.0,76.0,54.0
variant_14670,687.0,78.0,44.0,27.0
variant_14671,1106.0,244.0,262.0,292.0
variant_14672,193.0,28.0,0.0,0.0
variant_14673,1864.0,400.0,771.0,614.0
variant_14674,520.0,93.0,179.0,144.0
variant_14675,740.0,40.0,0.0,11.0
variant_14676,1455.0,213.0,280.0,244.0
variant_14677,912.0,227.0,209.0,187.0
variant_14678,1301.0,226.0,321.0,257.0
variant_14679,765.0,179.0,292.0,210.0
variant_14680,2045.0,330.0,385.0,255.0
variant_14681,458.0,37.0,0.0,2.0
variant_14682,1173.0,270.0,449.0,372.0
variant_14683,336.0,52.0,3.0,10.0
variant_14684,939.0,211.0,281.0,318.0
variant_14685,2182.0,594.0,822.0,708.0
variant_14686,1805.0,209.0,346.0,374.0
variant_14687,272.0,44.0,37.0,30.0
variant_14688,371.0,51.0,80.0,24.0
variant_14689,186.0,19.0,18.0,36.0
variant_14690,628.0,47.0,5.0,14.0
variant_14691,760.0,70.0,21.0,39.0
variant_14692,811.0,128.0,100.0,123.0
variant_14693,1384.0,97.0,131.0,106.0
variant_14694,407.0,68.0,30.0,43.0
variant_14695,553.0,96.0,70.0,33.0
variant_14696,1206.0,187.0,80.0,103.0
variant_14697,215.0,15.0,2.0,3.0
variant_14698,142.0,9.0,1.0,6.0
variant_14699,295.0,52.0,15.0,11.0
variant_14700,918.0,117.0,111.0,95.0
variant_14701,2010.0,289.0,438.0,337.0
variant_14702,835.0,160.0,214.0,148.0
variant_14703,883.0,236.0,292.0,119.0
variant_14704,2824.0,572.0,1101.0,1166.0
variant_14705,1449.0,409.0,848.0,975.0
variant_14706,1451.0,360.0,398.0,367.0
variant_14707,1766.0,332.0,675.0,864.0
variant_14708,155.0,16.0,6.0,0.0
variant_14709,413.0,41.0,111.0,200.0
variant_14710,573.0,48.0,172.0,116.0
variant_14711,2922.0,634.0,588.0,427.0
variant_14712,268.0,24.0,13.0,7.0
variant_14713,409.0,25.0,17.0,6.0
variant_14714,292.0,42.0,14.0,2.0
variant_14715,53.0,21.0,2.0,0.0
variant_14716,445.0,129.0,106.0,41.0
variant_14717,264.0,73.0,71.0,78.0
variant_14718,521.0,84.0,87.0,74.0
variant_14719,17.0,0.0,0.0,0.0
variant_14720,161.0,46.0,220.0,154.0
variant_14721,10.0,0.0,0.0,0.0
variant_14722,274.0,20.0,7.0,5.0
variant_14723,219.0,48.0,93.0,34.0
variant_14724,211.0,46.0,50.0,22.0
variant_14725,3320.0,589.0,866.0,662.0
variant_14726,283.0,7.0,25.0,26.0
variant_14727,179.0,25.0,15.0,10.0
variant_14728,873.0,271.0,264.0,215.0
variant_14729,81.0,7.0,15.0,0.0
variant_14730,264.0,29.0,60.0,48.0
variant_14731,715.0,123.0,265.0,330.0
variant_14732,38.0,0.0,0.0,11.0
variant_14733,297.0,73.0,81.0,142.0
variant_14734,46.0,1.0,0.0,13.0
variant_14735,566.0,117.0,124.0,89.0
variant_14736,3316.0,608.0,711.0,577.0
variant_14737,1054.0,105.0,163.0,117.0
variant_14738,361.0,35.0,14.0,8.0
variant_14739,161.0,25.0,15.0,11.0
variant_14740,56.0,10.0,44.0,15.0
variant_14741,250.0,32.0,0.0,0.0
variant_14742,1020.0,200.0,413.0,212.0
variant_14743,405.0,80.0,241.0,153.0
variant_14744,141.0,7.0,3.0,3.0
variant_14745,1189.0,259.0,402.0,379.0
variant_14746,1021.0,110.0,125.0,101.0
variant_14747,198.0,42.0,20.0,15.0
variant_14748,3079.0,697.0,1068.0,1196.0
variant_14749,2600.0,529.0,695.0,718.0
variant_14750,410.0,61.0,5.0,9.0
variant_14751,481.0,64.0,68.0,68.0
variant_14752,999.0,169.0,132.0,140.0
variant_14753,654.0,78.0,39.0,50.0
variant_14754,110.0,8.0,7.0,2.0
variant_14755,142.0,17.0,7.0,8.0
variant_14756,1506.0,266.0,394.0,189.0
variant_14757,439.0,80.0,100.0,104.0
variant_14758,1525.0,202.0,236.0,148.0
variant_14759,877.0,82.0,71.0,61.0
variant_14760,565.0,116.0,188.0,74.0
variant_14761,21.0,9.0,0.0,0.0
variant_14762,79.0,0.0,3.0,1.0
variant_14763,182.0,26.0,26.0,10.0
variant_14764,1123.0,207.0,201.0,183.0
variant_14765,1017.0,142.0,76.0,31.0
variant_14766,1489.0,234.0,236.0,173.0
variant_14767,2262.0,391.0,408.0,283.0
variant_14768,372.0,105.0,116.0,63.0
variant_14769,740.0,56.0,52.0,32.0
variant_14770,438.0,46.0,71.0,53.0
variant_14771,127.0,36.0,30.0,20.0
variant_14772,576.0,79.0,87.0,49.0
variant_14773,200.0,95.0,127.0,115.0
variant_14774,2576.0,618.0,983.0,847.0
variant_14775,1270.0,244.0,622.0,505.0
variant_14776,2318.0,221.0,399.0,335.0
variant_14777,3707.0,648.0,937.0,861.0
variant_14778,648.0,71.0,101.0,77.0
variant_14779,734.0,177.0,391.0,569.0
variant_14780,34.0,0.0,0.0,0.0
variant_14781,1447.0,222.0,109.0,28.0
variant_14782,82.0,5.0,23.0,8.0
